"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
152057			1330	250	57	0	1147	124	0																				
152253			2410	480	92	0	2268	430	0																				
152431			1289	180	18	0	1189	98	0																				
152440			1958	300	143	0	1721	206	0																				
153054			11339	2420	312	0	8907	300	0																				
153353			5421	1030	17	0	4954	580	0																				
154154			6456	2730	324	0	4412	1010	0																				
154770			13276	539	2	0	12951	216	0																				
155759			474	355	87	0	453	421	0																				
156457			353	142	18	0	243	50	0																				
156635		0	601	33	6	0	591	29	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
156970			915	250	29	0	724	88	0				0																
157155			633	80	5	0	573	25	0																				
157379			608	0	0	0	608	0	0																				
157650			641	30	46	0	575	10	0			0	0																
157744			1949	250	123	0	1765	189	0																				
157856			214	10	6	0	247	49	0																				
158376			831	4	13	0	863	49	0																				
158741			1174	91	1	0	1084	2	0																				
159636			38539	9696	1031	0	28726	914	0				0																
159645			584	105	3	0	477	1	0																				
159953			1680	90	154	0	1479	43	0																				
159971			1116	200	0	0	916	0	0																				
160360			5791	2178	35	0	3592	14	0																				
160454			2649	508	8	0	2141	8	0																				
160650			10053	1800	523	0	8659	929	0			0	0																
160959			28982	10000	646	0	22286	3950	0			0	0																
161273			14967	5500	4	0	9502	39	0																				
161602			30741	13592	2029	0	21588	6468	0																				
162337			9295	1279	590	0	8776	1350	0																				
163343			1051	0	53	0	1035	37	0																				
163549			11276	5292	156	0	7800	1972	0			0	0																
163857			5262	550	34	0	4728	50	0																				
164153			793	250	28	0	536	21	0																				
164331			1150	100	1	0	1057	8	0																				
164377			756	189	22	0	545	0	0																				
164957			935	587	0	0	349	1	0																				
164975			644	0	0	0	644	0	0																				
165039			3701	600	420	0	3034	353	0				0																
165628		0	175678	70796	7086	0	57650	21359	61505					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165758			1375	528	3	0	864	20	0																				
165806		0	13169	4546	106	0	9181	78	-586			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166111			861	338	3	0	678	158	0																				
166531			4680	600	216	0	4134	270	0																				
166652			10240	2800	66	0	8381	1007	0			0	0																
166849			1125	217	50	0	931	73	0																				
167453			1140	0	10	0	1137	7	0																				
167752			127	0	0	0	127	0	0																				
168357			1537	283	18	0	1245	9	0	0	0	0	0																
168571			1582	1304	12	0	604	338	0																				
169327			3583	448	13	0	3380	258	0																				
169354			2040	240	3	0	1806	9	0																				
169653			51899	13600	4231	0	37361	3293	0				0																
169756			4799	1975	24	0	2811	11	0																				
170257			292	0	3	0	303	14	0																				
170275			725	98	11	0	644	28	0																				
170332			4300	1121	125	0	3470	416	0			0	0																
170640			345	0	1	0	355	11	0																				
171133			5059	475	423	0	5448	1287	0				0																
171656			1399	282	349	0	905	137	0				0																
171759			1391	214	1	0	1495	319	0																				
171768			6408	2555	121	0	3924	192	0																				
172251			458	166	1	0	413	122	0																				
172457			2529	353	53	0	2508	385	0																				
172475			3836	680	42	0	3114	0	0																				
172859			1513	83	2	0	1461	33	0																				
173306			3043	328	197	0	2548	30	0				0																
173342			1007	260	6	0	742	1	0																				
173557			3366	240	32	0	3161	67	0																				
173575			9620	520	7	0	9214	121	0			0	0																
173641			2118	140	23	0	1987	32	0																				
173959			385	22	88	0	381	106	0																				
174321			1095	0	5	0	1092	2	0																				
174367			338	0	0	0	338	0	0			0	0																
174572			74676	18448	691	0	61709	6172	0				0																
175056			2541	447	3	0	2511	420	0			0	0																
175140			4368	939	61	0	3678	310	0			0	0																
175458			455	48	4	0	407	4	0																				
175609			2133	270	2	0	1944	33	-50																				
176101			16172	5413	21	0	12275	1537	0			0	0																
176325			2367	635	7	0	1758	33	0			0	0																
176437			459	70	2	0	427	40	0																				
176464			7786	2577	80	0	5813	684	0																				
176642			1374	200	5	0	1170	1	0																				
177135			92	0	0	0	92	0	0																				
177443			920	65	78	0	868	91	0																				
177500			818	34	32	0	796	44	0																				
177555			132	0	9	0	144	21	0																				
177751			11247	725	20	0	8338	0	2164																				
177920			13459	9840	690	0	6768	3839	0			0	0																
178150			1890	405	70	0	1517	102	0																				
178244			1646	500	25	0	1299	178	0																				
178356			246	0	3	0	244	1	0																				
178851			3618	540	4	0	3300	226	0																				
179148			2029	152	50	0	2055	228	0																				
179335			1399	92	19	0	1399	111	0																				
179700			4617	860	89	0	4301	633	0				0																
180144			537	121	39	0	473	96	0																				
180443			536	30	5	0	636	135	0																				
180537			2575	50	234	0	2498	207	0																				
180845			789	106	0	0	690	7	0																				
181963			1820	150	53	0	1783	166	0																				
182353			352	-50	52	0	350	0	0																				
182951			4443	970	63	0	3543	133	0																				
183668			8319	881	7	0	7467	36	0																				
183770			3974	456	83	0	3523	88	0																				
183958			3324	500	126	0	3100	402	0																				
184656			502	30	2	0	476	6	0			0	0																
184759			284	140	6	0	375	237	0																				
185251			227	15	1	0	220	9	0																				
185448			473	0	0	0	481	8	0			0	0																
185859			20998	0	497	0	20578	77	0																				
186221			9541	1000	886	0	9660	2005	0			0	0																
186548			1072	2279	7	0	1020	2234	0																				
186717			7254	1595	439	0	5555	335	0																				
186744			15953	2375	1648	0	12210	280	0																				
187648			527	550	65	0	497	585	0																				
187947			17595	5500	117	0	14867	2889	0				0																
188056			2414	0	29	0	2393	8	0																				
188177			403	18	0	0	385	0	0				0																
188430			4498	2986	120	0	2670	1278	0																				
188449			2389	540	28	0	1961	140	0				0																
188720			1081	139	68	0	1088	214	0																				
188739			631	78	17	0	600	64	0																				
188917			1031	285	0	0	794	48	0																				
189044			15930	7890	426	0	8235	621	0				0																
189129			8274	1650	249	0	7017	642	0																				
189745			13297	3800	1212	0	10699	2414	0			0	0																
189950			1377	182	22	0	1252	79	0																				
190563			1201	130	120	0	1175	224	0																				
190648			2057	180	21	0	1897	41	0																				
190947			1007	0	43	0	997	33	0																				
190956			1926	100	10	0	1841	25	0	0	0	0	0																
191355			4167	0	135	0	4038	6	0			0	0																
191935			9743	2320	997	0	7228	802	0																				
192147			4311	465	30	0	4084	268	0			0	0																
192558			5185	744	255	0	4573	387	0				0																
192651			523	0	0	0	560	37	0																				
192857			2112	460	76	0	1661	85	0																				
193162			1475	201	41	0	1580	347	0																				
193247			720	50	0	0	670	0	0																				
193537			1036	275	162	0	1095	496	0																				
193649			1622	105	11	0	1573	67	0			0	0																
193809			9482	1706	145	0	7650	19	0				0																
194440			1698	84	24	0	1726	136	0																				
194570			1011	245	0	0	769	3	0																				
194936			2788	0	2	0	2816	30	0																				
195111			11633	7137	1049	0	5954	2507	0																				
195157			610	150	3	0	485	48	20																				
195456			627	145	23	0	599	140	0																				
196752			1226	31	0	0	1195	0	0			0	0																
196800			6520	1400	1	0	5627	508	0			0	0																
197142			2002	395	84	0	1653	130	0																				
197254			496	0	7	0	490	1	0			0	0																
197302			4026	80	17	0	3932	3	0																				
197478	0		619983	198691	18672	2843	358287	78994	126170			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197759			3063	980	19	0	2413	349	0																				
198073			921	0	66	0	939	84	0																				
198149			4511	2380	24	0	5696	3589	0																				
198251			1801	174	2	0	1632	7	0																				
198961			1411	430	11	0	1325	355	0																				
199137			298	0	0	0	299	1	0																				
199351			1729	100	18	0	1615	4	0				0																
199436			2003	850	6	0	1407	260	0																				
199463			3362	735	40	0	2587	0	0																				
200042			56	6	4	0	56	10	0				0																
200378		0	81030	29374	1744	0	57649	15346	7609					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200435			9144	1200	148	0	8473	677	0				0																
201254			1239	0	52	0	1208	21	0																				
201834			31155	7500	1145	0	24154	1644	0			0	0																
202514			5771	1025	23	0	4778	55	0																				
202541			1411	0	0	0	1411	0	0																				
202907		0	61233	15206	10174	0	50388	16561	2026					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
203043			2459	225	132	0	2198	96	0			0	0																
203052			772	0	30	0	770	28	0			0	0																
203575			286	6	0	0	280	0	0																				
204004		0	101466	29710	2638	0	55525	7913	21506			0		0	0	12	66	0	78	0	0	0	0	0	0	0	0	0	
204077			1727	350	2	0	1379	4	0																				
204237			1225	150	139	0	1337	401	0																				
204826			2480	295	30	0	2241	86	0																				
205243			3813	1400	117	0	2968	672	0																				
205346			2619	870	9	0	1740	0	0																				
205458			430	-40	16	0	455	1	0																				
205542			2143	425	190	0	1724	196	0																				
206156			3692	4026	798	0	3761	4893	0																				
206174			2651	100	111	0	2648	208	0																				
206473			354	0	0	0	354	0	0																				
206772			1309	171	0	0	1138	0	0																				
206950			349	50	3	0	423	127	0																				
207041			353	55	73	0	376	151	0																				
207050			6578	1066	41	0	5571	100	0																				
207452			3493	788	76	0	3300	671	0																				
207470			786	158	5	0	863	240	0																				
207555			1604	220	14	0	1499	129	0																				
207845			10763	1439	246	0	9588	510	0																				
207872			5494	1818	65	0	3753	142	0																				
207957			136	0	0	0	138	2	0																				
208057			4211	0	96	0	4135	20	0				0																
208244	0		131388	38395	12584	0	95966	15557	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208347			836	84	24	0	749	21	0			0	0																
208440			1389	240	2	0	1147	0	0																				
208459			1685	1835	186	0	965	1301	0																				
208570			4324	63	98	0	4163	0	0																				
208655			3399	120	82	0	3222	25	0																				
208972			176	0	0	0	176	0	0																				
209148			4432	659	97	0	3809	133	0				0																
209362			1211	0	42	0	1169	0	0																				
209559			938	0	1	0	938	1	0																				
209858			2151	1141	63	0	971	24	0																				
